Full Title,ISSN,Product ID,Change History
Journal of Oral Biology and Craniofacial Research,2212-4268,10092,
Journal of Oral Biosciences,1349-0079,10102,
Journal of Oral and Maxillofacial Surgery,0278-2391,13068,
"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",2212-5558,12889,Formerly known as Asian Journal of Oral and Maxillofacial Surgery
Journal of Organometallic Chemistry,0022-328X,06019,
Journal of Orthopaedic Science,0949-2658,18211,
Journal of Orthopaedic Translation,2214-031X,17009,
Journal of Orthopaedics,0972-978X,08825,
"Journal of Orthopaedics, Trauma and Rehabilitation",2210-4917,08723,
Journal of Otology,1672-2930,18135,
Journal of Outdoor Recreation and Tourism,2213-0780,18009,
The Journal of Pain,1526-5900,13134,Formerly known as Pain Forum
Journal of Pain and Symptom Management,0885-3924,07725,
Journal of Palaeogeography,2095-3836,18213,
Journal of Parallel and Distributed Computing,0743-7315,12080,
Journal of Pediatric and Adolescent Gynecology,1083-3188,07752,Formerly known as Adolescent and Pediatric Gynecology
Journal of Pediatric Health Care,0891-5245,13176,
Journal of Pediatric Nursing,0882-5963,13162,
Journal of Pediatric Surgery,0022-3468,13069,
Journal of Pediatric Surgery Case Reports,2213-5766,14136,
Journal of Pediatric Urology,1477-5131,04070,
The Journal of Pediatrics,0022-3476,13249,
Journal de Pédiatrie et de Puériculture,0987-7983,09040,
Journal of PeriAnesthesia Nursing,1089-9472,13187,
Journal of Petroleum Science and Engineering,0920-4105,05346,
Journal of Pharmaceutical Analysis,2095-1779,08782,
Journal of Pharmaceutical and Biomedical Analysis,0731-7085,05173,
Journal of Pharmaceutical Sciences,0022-3549,18866,Formerly known as Journal of the American Pharmaceutical Association (Scientific ed.)
Journal  of Pharmacological Sciences,1347-8613,18119,
Journal of Pharmacological and Toxicological Methods,1056-8719,07726,Formerly known as Journal of Pharmacological Methods
Journal of Phonetics,0095-4470,12626,
Journal of Photochemistry and Photobiology A: Chemistry,1010-6030,06020,Formerly part of Journal of Photochemistry
Journal of Photochemistry and Photobiology B: Biology,1011-1344,06021,Formerly part of Journal of Photochemistry
Journal of Photochemistry and Photobiology C: Photochemistry Reviews,1389-5567,06054,
Journal of Physics and Chemistry of Solids,0022-3697,00229,
Journal of Physiotherapy,1836-9553,08739,Formerly known as Australian Journal of Physiotherapy
Journal of Plant Physiology,0176-1617,10010,Formerly known as Zeitschrift für Pflanzenphysiologie; Incorporating Biochemie und Physiologie der Pflanzen
"Journal of Plastic, Reconstructive & Aesthetic Surgery",1748-6815,12727,Formerly known as British Journal of Plastic Surgery
Journal of Policy Modeling,0161-8938,07729,
Journal of Power Sources,0378-7753,06022,
Journal of Pragmatics,0378-2166,05291,
Journal of Process Control,0959-1524,03057,
Journal of Professional Nursing,8755-7223,13189,
The Journal of Prosthetic Dentistry,0022-3913,13029,
Journal of Prosthodontic Research,1883-1958,05616,
Journal of Proteomics,1874-3919,05052,Formerly known as Journal of Biochemical and Biophysical Methods
Journal of Psychiatric Research,0022-3956,00241,
Journal of Psychosomatic Research,0022-3999,07550,
Journal of Public Economics,0047-2727,06023,
Journal of Purchasing and Supply Management,1478-4092,03028,Formerly known as European Journal of Purchasing & Supply Management
Journal of Pure and Applied Algebra,0022-4049,05292,
Journal of Quantitative Spectroscopy and Radiative Transfer,0022-4073,00272,
Journal of Radiation Research and Applied Sciences,1687-8507,17041,
Journal of Radiology Nursing,1546-0843,13356,
Journal of Rail Transport Planning & Management,2210-9706,12939,
Journal of Rare Earths,1002-0721,08561,
Journal of Renal Nutrition,1051-2276,13264,
Journal of Reproductive Immunology,0165-0378,08034,
Journal of Research in Personality,0092-6566,12081,
Journal of Retailing,0022-4359,07427,
Journal of Retailing and Consumer Services,0969-6989,03058,
Journal of Rock Mechanics and Geotechnical Engineering,1674-7755,10180,
Journal of Rural Studies,0743-0167,00348,
Journal of Safety Research,0022-4375,00679,
Journal of Saudi Chemical Society,1319-6103,08693,
Journal of the Saudi Heart Association,1016-7315,08681,
Journal of the Saudi Society of Agricultural Sciences,1658-077X,08744,
Journal of School Psychology,0022-4405,00699,
Journal of Science: Advanced Materials and Devices,2468-2179,18339,
Journal of Science and Medicine in Sport,1440-2440,04244,
Journal of Sea Research,1385-1101,05453,Formerly known as Netherlands Journal of Sea Research
Journal of Second Language Writing,1060-3743,07458,
The Journal of Sexual Medicine,1743-6095,18846,
Journal of Shoulder and Elbow Surgery,1058-2746,13085,
The Journal of Social Studies Research,0885-985X,14139,
Journal of Solid State Chemistry,0022-4596,12084,
Journal of Sound and Vibration,0022-460X,12616,
Journal of South American Earth Sciences,0895-9811,00839,
Journal of Space Safety Engineering,2468-8967,18383,
Journal of Sport and Health Science,2095-2546,08822,
Journal of Statistical Planning and Inference,0378-3758,05401,
The Journal of Steroid Biochemistry and Molecular Biology,0960-0760,00333,Formerly known as Journal of Steroid Biochemistry
"Journal of Stomatology, Oral and Maxillofacial Surgery",2468-7855,15760,"Formerly known as Revue de Stomatologie, de Chirurgie Maxillo-faciale et de Chirurgie Orale"
Journal of Stored Products Research,0022-474X,00306,
The Journal of Strategic Information Systems,0963-8687,05402,
Journal of Stroke and Cerebrovascular Diseases,1052-3057,13324,
Journal of Structural Biology,1047-8477,12082,Formerly known as Journal of Ultrastructure and Molecular Structure Research
Journal of Structural Geology,0191-8141,00539,
Journal of Substance Abuse Treatment,0740-5472,07553,
The Journal of Supercritical Fluids,0896-8446,05452,
Journal of Surgical Education,1931-7204,07589,Formerly known as Current Surgery
Journal of Surgical Research,0022-4804,12083,
Journal of Sustainable Mining,2300-3960,18203,
Journal of Symbolic Computation,0747-7171,12654,
Journal of Systems Architecture,1383-7621,05299,Formerly known as Microprocessing and Microprogramming
Journal of Systems and Software,0164-1212,07735,
Journal of Taibah University Medical Sciences,1658-3612,10133,
Journal of the Taiwan Institute of Chemical Engineers,1876-1070,08611,Formerly known as Journal of the Chinese Institute of Chemical Engineers
Journal of Terramechanics,0022-4898,00302,
Journal of Theoretical Biology,0022-5193,12617,
Journal de Thérapie Comportementale et Cognitive,1155-1704,15573,
Journal of Thermal Biology,0306-4565,00383,
The Journal of Thoracic and Cardiovascular Surgery,0022-5223,13088,
Journal of Thoracic Oncology,1556-0864,18831,
Journal of Tissue Viability,0965-206X,04107,
Journal of Trace Elements in Medicine and Biology,0946-672X,10014,
Journal of Traditional Chinese Medical Sciences,2095-7548,18116,
Journal of Traditional Chinese Medicine,0254-6272,06075,
Journal of Traditional and Complementary Medicine,2225-4110,18123,
Journal of Traffic and Transportation Engineering (English Edition),2095-7564,18157,
Journal of Transport Geography,0966-6923,03060,
Journal of Transport & Health,2214-1405,18022,
Journal de Traumatologie du Sport,0762-915X,15586,
Journal of Urban Economics,0094-1190,12085,
Journal of Urban Management,2226-5856,18138,
The Journal of Urology,0022-5347,14024,
Journal of Vascular and Interventional Radiology,1051-0443,13422,
Journal of Vascular Nursing,1062-0303,13181,
Journal of Vascular Surgery,0741-5214,13089,
Journal of Vascular Surgery Cases and Innovative Techniques,2468-4287,18789,Formerly Known as Journal Vascular Surgery Cases
Journal of Vascular Surgery: Venous and Lymphatic Disorders,2213-333X,14133,
Journal of Veterinary Behavior,1558-7878,13411,
Journal of Veterinary Cardiology,1760-2734,05509,
Journal of Virological Methods,0166-0934,05064,
Journal of Visceral Surgery,1878-7886,15866,
Journal of Visual Communication and Image Representation,1047-3203,12087,
Journal of Visual Languages & Computing,1045-926X,12682,
Journal of Vocational Behavior,0001-8791,12086,
Journal of Voice,0892-1997,13343,
Journal of Volcanology and Geothermal Research,0377-0273,05347,
Journal of Water Process Engineering,2214-7144,17042,
Journal of Web Semantics,1570-8268,05480,
Journal of Wind Engineering and Industrial Aerodynamics,0167-6105,05207,
Journal of World Business,1090-9516,07432,Formerly known as The Columbia Journal of World Business
Journal of the World Federation of Orthodontists,2212-4438,14122,
JPRAS Open,2352-5878,18755,
JSES Open Access,2468-6026,18398,
The Kaohsiung Journal of Medical Sciences,1607-551X,08593,
Karbala International Journal of Modern Science,2405-609X,18164,
Kasetsart Journal of Social Sciences,2452-3151,18199,
Kidney International,0085-2538,18849,
Kidney International Reports,2468-0249,18881,
Kidney International Supplements,2157-1716,18848,
"Kinésithérapie, la Revue",1779-0123,15516,
The Knee,0968-0160,03061,
Knowledge-Based Systems,0950-7051,05293,
Kontakt,1212-4117,11013,
Krankenhaus-Hygiene + Infektionsverhütung,0720-3373,10044,
Labour Economics,0927-5371,05404,
The Lancet,0140-6736,02284,
The Lancet Child & Adolescent Health,2352-4642,18394,
The Lancet Diabetes & Endocrinology,2213-8587,10182,
The Lancet Gastroenterology & Hepatology,2468-1253,18342,
The Lancet Global Health,2214-109X,17014,
The Lancet Haematology,2352-3026,17745,
The Lancet HIV,2352-3018,17746,
The Lancet Infectious Diseases,1473-3099,02290,
The Lancet Neurology,1474-4422,02291,
The Lancet Oncology,1470-2045,02285,
The Lancet Planetary Health,2542-5196,18390,
The Lancet Psychiatry,2215-0366,17058,
The Lancet Public Health,2468-2667,18355,
The Lancet Respiratory Medicine,2213-2600,17012,
Land Use Policy,0264-8377,03063,
Landscape and Urban Planning,0169-2046,05117,Formerly known as Landscape Planning; Incorporating Urban Ecology
Language & Communication,0271-5309,00616,
Language Sciences,0388-0001,00867,
"Laparoscopic, Endoscopic and Robotic Surgery",2468-9009,18385,
The Leadership Quarterly,1048-9843,07433,
"Learning, Culture and Social Interaction",2210-6561,12938,
Learning and Individual Differences,1041-6080,07434,
Learning and Instruction,0959-4752,00956,
Learning and Motivation,0023-9690,12088,
Legal Medicine,1344-6223,08143,
Leukemia Research,0145-2126,00583,
Leukemia Research Reports,2213-0489,10120,
Library & Information Science Research,0740-8188,07459,
Life Sciences,0024-3205,07538,
Life Sciences in Space Research,2214-5524,17057,
Limnologica,0075-9511,10033,
Linear Algebra and its Applications,0024-3795,07738,
Lingua,0024-3841,05295,
Linguistics and Education,0898-5898,07460,
Lithos,0024-4937,05348,
Liver Research,2542-5684,18392,
Livestock Science,1871-1413,05118,Formerly known as Livestock Production Science
Long Range Planning,0024-6301,00358,
Lung Cancer,0169-5002,08036,
LWT,0023-6438,12618,
Magnetic Resonance Imaging,0730-725X,07540,
Magnetic Resonance Imaging Clinics of North America,1064-9689,13080,
Mammalian Biology,1616-5047,10034,
Management Accounting Research,1044-5005,12677,
Manufacturing Letters,2213-8463,18019,
Marine Chemistry,0304-4203,05349,
Marine Environmental Research,0141-1136,02039,
Marine Genomics,1874-7787,08624,
Marine Geology,0025-3227,05350,
Marine Micropaleontology,0377-8398,05351,
Marine and Petroleum Geology,0264-8172,03064,
Marine Policy,0308-597X,03065,
Marine Pollution Bulletin,0025-326X,00400,
Marine Structures,0951-8339,02038,
Materials Characterization,1044-5803,07744,Formerly known as Metallography
Materials Chemistry and Physics,0254-0584,06025,Formerly known as Materials Chemistry
Materials & Design,0264-1275,03066,Formerly known as Materials & Design (1980-2015)
Materials Discovery,2352-9245,18131,
Materials Letters,0167-577X,05208,
Materials Research Bulletin,0025-5408,00313,
Materials Science and Engineering: A,0921-5093,06026,Formerly part of Materials Science and Engineering
Materials Science and Engineering: B,0921-5107,06027,Formerly part of Materials Science and Engineering
Materials Science and Engineering: C,0928-4931,06028,Formerly part of Materials Science Reports; Incorporating Supramolecular Science
Materials Science and Engineering: R: Reports,0927-796X,06029,Formerly part of Materials Science Reports
Materials Science in Semiconductor Processing,1369-8001,01030,
Materials Today,1369-7021,03069,
Materials Today Chemistry,2468-5194,18364,
Materials Today Communications,2352-4928,18084,
Materials Today Energy,2468-6069,18368,
Materials Today Physics,2542-5293,18391,
Materials Today: Proceedings,2214-7853,18050,
Mathematical Biosciences,0025-5564,07741,
Mathematical Social Sciences,0165-4896,05410,
Mathematics and Computers in Simulation,0378-4754,05296,
Matrix Biology,0945-053X,05547,Formerly known as Matrix
Matter and Radiation at Extremes,2468-080X,18322,
Maturitas,0378-5122,08037,
Mayo Clinic Proceedings,0025-6196,14110,
"Mayo Clinic Proceedings: Innovations, Quality & Outcomes",2542-4548,18903,
Measurement,0263-2241,05411,Incorporating Industrial Metrology
Meat Science,0309-1740,02040,
Mechanical Systems and Signal Processing,0888-3270,12661,
Mechanics of Materials,0167-6636,05210,
Mechanics Research Communications,0093-6413,00374,
Mechanism and Machine Theory,0094-114X,00303,Formerly known as Journal of Mechanisms
Mechanisms of Ageing and Development,0047-6374,08038,
Mechanisms of Development,0925-4773,08039,Formerly known as Cell Differentiation and Development
Mechatronics,0957-4158,00933,
Médecine & Droit,1246-7391,09046,
Médecine et Maladies Infectieuses,0399-077X,09073,
Médecine des Maladies Métaboliques,1957-2557,09377,
Médecine Nucléaire,0928-1258,09149,
Médecine Palliative,1636-6522,15102,
Médecine du Sommeil,1769-4493,15859,
Medical Clinics of North America,0025-7125,13238,
Medical Dosimetry,0958-3947,07539,
Medical Engineering & Physics,1350-4533,03068,Formerly known as Journal of Biomedical Engineering
Medical Hypotheses,0306-9877,12718,
Medical Image Analysis,1361-8415,05559,
Medical Journal Armed Forces India,0377-1237,08773,
Medical Mycology Case Reports,2211-7539,08797,
Medicina,1010-660X,11021,
Medicina Clínica,0025-7753,15716,
Medicina Clínica (English Edition),2387-0206,16371,
Medicina de Familia. SEMERGEN,1138-3593,15732,
Medicina Intensiva,0210-5691,15726,
Medicina Intensiva (English Edition),2173-5727,15959,
Medicina Paliativa,1134-248X,15964,
Medicina Reproductiva y Embriología Clínica,2340-9320,16828,
Medicine,1357-3039,04265,
Medicine - Programa de Formación Médica Continuada Acreditado,0304-5412,15736,
Membrane Technology,0958-2118,02095,
Mendeleev Communications,0959-9436,08605,
Mental Health and Physical Activity,1755-2966,05607,
Mental Health & Prevention,2212-6570,10505,
Meta Gene,2214-5400,08833,
Metabolic Engineering,1096-7176,12089,
Metabolic Engineering Communications,2214-0301,10183,
Metabolism,0026-0495,13252,
Metal Powder Report,0026-0657,02097,
Methods,1046-2023,12092,Incorporating Neuroprotocols and ImmunoMethods
MethodsX,2215-0161,17063,
Microbes and Infection,1286-4579,09047,"Incorporating Annales de l'Institut Pasteur. Immunologie, Annales de l'Institut Pasteur. Virologie, Bulletin de l'Institut Pasteur, Research in Immunology and Research in Virology"
Microbial Pathogenesis,0882-4010,12658,
Microbial Risk Analysis,2352-3522,18159,
Microbiological Research,0944-5013,10011,Formerly known as Zentralblatt für Mikrobiologie
Microchemical Journal,0026-265X,05555,
Microelectronic Engineering,0167-9317,05298,
Microelectronics Journal,0026-2692,02094,
Microelectronics Reliability,0026-2714,00274,
Micron,0968-4328,00475,Incorporating Electron Microscopy Reviews and Micron and Microscopica Acta
Microporous and Mesoporous Materials,1387-1811,07780,Incorporating Microporous Materials and Zeolites
Microprocessors and Microsystems,0141-9331,05300,Formerly known as Microprocessors
Microvascular Research,0026-2862,12094,
Middle East Fertility Society Journal,1110-5690,08714,
Midwifery,0266-6138,12751,
Minerals Engineering,0892-6875,00837,
Mitochondrion,1567-7249,05569,
Molecular Aspects of Medicine,0098-2997,00457,
Molecular Astrophysics,2405-6758,18182,
Molecular and Biochemical Parasitology,0166-6851,05066,
Molecular Catalysis,2468-8231,05166,Formerly known as Journal of Molecular Catalysis A: Chemical;
Molecular Cell,1097-2765,07592,
Molecular and Cellular Endocrinology,0303-7207,08040,
Molecular and Cellular Neuroscience,1044-7431,12091,
Molecular and Cellular Probes,0890-8508,12664,
Molecular Genetics and Metabolism,1096-7192,12016,Formerly known as Biochemical and Molecular Medicine
Molecular Genetics and Metabolism Reports,2214-4269,14154,
Molecular Immunology,0161-5890,00253,Formerly known as Immunochemistry
Molecular Metabolism,2212-8778,10507,
Molecular Phylogenetics and Evolution,1055-7903,12093,
Molecular Plant,1674-2052,18762,
Molecular Therapy,1525-0016,12877,
Molecular Therapy - Methods & Clinical Development,2329-0501,18892,
Molecular Therapy - Nucleic Acids,2162-2531,18891,
Molecular Therapy - Oncolytics,2372-7705,18888,
Morphologie,1286-0115,15591,
Motricité Cérébrale,0245-5919,15654,
Multiple Sclerosis and Related Disorders,2211-0348,08776,
Musculoskeletal Science and Practice,2468-7812,12750,Formerly known as Manual Therapy
Mutation Research/Fundamental and Molecular Mechanisms of Mutagenesis,0027-5107,05069,
Mutation Research/Genetic Toxicology and Environmental Mutagenesis,1383-5718,05073,"Incorporating Mutation Research Letters, Mutation Research/Environmental Mutagenesis and Related Subjects and Mutation Research/Genetic Toxicology"
Mutation Research/Reviews in Mutation Research,1383-5742,05074,Formerly known as Mutation Research/Reviews in Genetic Toxicology
Mycoscience,1340-3540,10141,
Nano Communication Networks,1878-7789,08710,
Nano Energy,2211-2855,12947,
Nano-Structures & Nano-Objects,2352-507X,18078,
Nano Today,1748-0132,04085,
NanoImpact,2452-0748,18267,
"Nanomedicine: Nanotechnology, Biology and Medicine",1549-9634,13363,
Natural Gas Industry B,2352-8540,18118,
NDT & E International,0963-8695,03072,Formerly known as NDT International
Nefrología,0211-6995,16374,
Nefrología (English Edition),2013-2514,16375,
Neoplasia,1476-5586,14193,
Néphrologie & Thérapeutique,1769-7255,09354,
Network Security,1353-4858,02158,
Neural Networks,0893-6080,00841,
Neurobiology of Aging,0197-4580,07541,
Neurobiology of Disease,0969-9961,12095,
Neurobiology of Learning and Memory,1074-7427,12098,Formerly known as Behavioral and Neural Biology
Neurobiology of Pain,2452-073X,18890,
Neurobiology of Sleep and Circadian Rhythms,2451-9944,18856,
Neurobiology of Stress,2352-2895,18751,
Neurochemistry International,0197-0186,00643,
Neurochirurgie,0028-3770,15630,
Neurocirugía,1130-1473,15970,
Neurocirugía (English Edition),2529-8496,16438,
Neurocomputing,0925-2312,05301,
NeuroImage,1053-8119,12097,
NeuroImage: Clinical,2213-1582,13463,
Neuroimaging Clinics of North America,1052-5149,13090,
Neurología,0213-4853,15771,
Neurología Argentina,1853-0028,15775,
Neurología (English Edition),2173-5808,15772,
Neurologia i Neurochirurgia Polska,0028-3843,11017,
Neurologic Clinics,0733-8619,13312,
"Neurology, Psychiatry and Brain Research",0941-9500,10071,
Neuromuscular Disorders,0960-8966,00973,
Neuron,0896-6273,07593,
Neuropeptides,0143-4179,12719,
Neuropharmacology,0028-3908,00279,Formerly known as International Journal of Neuropharmacology
Neurophysiologie Clinique,0987-7053,09051,Formerly known as Revue d'Electroencéphalographie et de Neurophysiologie Clinique
Das Neurophysiologie-Labor,1439-4847,10050,
Neuropsychiatrie de l'Enfance et de l'Adolescence,0222-9617,09093,
Neuropsychologia,0028-3932,00247,
Neuroscience,0306-4522,00468,
Neuroscience & Biobehavioral Reviews,0149-7634,00831,Formerly known as Biobehavioral Reviews
Neuroscience Letters,0304-3940,08042,
Neuroscience Research,0168-0102,08043,Incorporating Neuroscience Research Supplements
Neurosurgery Clinics of North America,1042-3680,13093,
NeuroToxicology,0161-813X,05577,
Neurotoxicology and Teratology,0892-0362,07544,
New Astronomy,1384-1076,05450,
New Astronomy Reviews,1387-6473,00426,Formerly known as Vistas in Astronomy
New Biotechnology,1871-6784,05042,Formerly known as Biomolecular Engineering
New Carbon Materials,1872-5805,08599,
New Ideas in Psychology,0732-118X,00678,
New Microbes and New Infections,2052-2975,18104,
New Scientist,0262-4079,NEWS,
NFS Journal,2352-3646,10519,
Nitric Oxide,1089-8603,12099,
NJAS - Wageningen Journal of Life Sciences,1573-5214,08656,
Non-coding RNA Research,2468-0540,18320,
Nonlinear Analysis,0362-546X,02279,
Nonlinear Analysis: Hybrid Systems,1751-570X,04098,
Nonlinear Analysis: Real World Applications,1468-1218,01060,
The North American Journal of Economics and Finance,1062-9408,07435,Formerly known as North American Review of Economics and Finance
NPG Neurologie - Psychiatrie – Gériatrie,1627-4830,15635,
NRIAG Journal of Astronomy and Geophysics,2090-9977,10144,
Nuclear Data Sheets,0090-3752,12096,Incorporating Nuclear Data Sheets. Section A and Nuclear Data Sheets. Section B
Nuclear Engineering and Design,0029-5493,06030,Formerly known as Nuclear Structural Engineering
Nuclear Engineering and Technology,1738-5733,18132,
"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",0168-9002,05211,Formerly part of Nuclear Instruments and Methods in Physics Research
Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,0168-583X,05212,Formerly part of Nuclear Instruments and Methods in Physics Research
Nuclear Materials and Energy,2352-1791,17740,
Nuclear Medicine and Biology,0969-8051,07542,Formerly known as International Journal of Radiation Applications and Instrumentation. Part B. Nuclear Medicine and Biology
Nuclear and Particle Physics Proceedings,2405-6014,05216,Formerly known as Nuclear Physics B Proceeding Supplement
Nuclear Physics A,0375-9474,05214,Formerly part of Nuclear Physics
Nuclear Physics B,0550-3213,05215,Formerly part of Nuclear Physics
Nurse Education in Practice,1471-5953,12900,
Nurse Education Today,0260-6917,12752,
Nurse Leader,1541-4612,13338,
Nursing (Ed. española),0212-5382,15906,
Nursing Clinics of North America,0029-6465,13184,
Nursing Outlook,0029-6554,13175,
Nursing for Women's Health,1751-4851,18869,
Nutrition,0899-9007,07740,
Nutrition Clinique et Métabolisme,0985-0562,09074,
"Nutrition, Metabolism and Cardiovascular Diseases",0939-4753,05506,
Nutrition Research,0271-5317,07543,
Obesity Medicine,2451-8476,18281,
Obesity Research & Clinical Practice,1871-403X,04248,
"Obstetrics, Gynaecology & Reproductive Medicine",1751-7214,12729,Formerly known as Current Obstetrics & Gynaecology
Obstetrics and Gynecology Clinics of North America,0889-8545,13254,
Ocean & Coastal Management,0964-5691,02044,Formerly known as Ocean and Shoreline Management
Ocean Engineering,0029-8018,00320,
Ocean Modelling,1463-5003,01046,
Oceanologia,0078-3234,11020,
The Ocular Surface,1542-0124,14117,
Omega,0305-0483,00375,
Oncology Signaling,2542-5633,18395,
One Health,2352-7714,18191,
Online Social Networks and Media,2468-6964,18376,
OpenNano,2352-9520,18799,
Operations Research for Health Care,2211-6923,12972,
Operations Research Letters,0167-6377,05412,
Operations Research Perspectives,2214-7160,17040,
Operative Techniques in Orthopaedics,1048-6666,13065,
Operative Techniques in Otolaryngology-Head and Neck Surgery,1043-1810,13097,
Operative Techniques in Sports Medicine,1060-1872,13121,
Operative Techniques in Thoracic and Cardiovascular Surgery,1522-2942,13098,Formerly known as Operative Techniques in Cardiac and Thoracic Surgery
Ophthalmology,0161-6420,07585,
Ophthalmology Retina,2468-6530,18397,
Optical Fiber Technology,1068-5200,12101,
Optical Materials,0925-3467,05218,
Optical Switching and Networking,1573-4277,05499,
Optics Communications,0030-4018,05219,
Optics & Laser Technology,0030-3992,03076,Formerly known as Optics Technology
Optics and Lasers in Engineering,0143-8166,02043,
Optik,0030-4026,10018,
Option/Bio,0992-5945,09053,
Opto-Electronics Review,1230-3402,11024,
Oral and Maxillofacial Surgery Cases,2214-5419,14190,
Oral and Maxillofacial Surgery Clinics of North America,1042-3699,13033,
Oral Oncology,1368-8375,00105,Formerly known as European Journal of Cancer Part B: Oral Oncology
Oral Science International,1348-8643,12944,
"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",2212-4403,13028,"Formerly known as Oral Surgery, Oral Medicine, Oral Pathology, Oral Radiology and Endodontology"
Orbis,0030-4387,07436,
Ore Geology Reviews,0169-1368,05354,
Organic Electronics,1566-1199,05558,
Organic Geochemistry,0146-6380,00476,
Organizational Behavior and Human Decision Processes,0749-5978,12100,Formerly known as Organizational Behavior and Human Performance
Organizational Dynamics,0090-2616,07753,
Orthodontic Waves,1344-0241,04273,
Orthopaedics and Trauma,1877-1327,12730,Formerly known as Current Orthopaedics
Orthopaedics & Traumatology: Surgery & Research,1877-0568,15649,
Orthopedic Clinics of North America,0030-5898,13102,
Osteoarthritis and Cartilage,1063-4584,12689,
Osteopathische Medizin,1615-9071,10051,
Osteoporosis and Sarcopenia,2405-5255,18260,
Otolaryngologic Clinics of North America,0030-6665,13103,
Otolaryngology Case Reports,2468-5488,18887,
Pacific-Basin Finance Journal,0927-538X,05413,
Paediatric Respiratory Reviews,1526-0542,12874,
Paediatrics and Child Health,1751-7222,12731,Formerly known as Current Paediatrics
Pain Management Nursing,1524-9042,13160,
"Palaeogeography, Palaeoclimatology, Palaeoecology",0031-0182,05355,
Palaeoworld,1871-174X,06065,
Pancreatology,1424-3903,08803,
Papillomavirus Research,2405-8521,18141,
Parallel Computing,0167-8191,05302,
Parasite Epidemiology and Control,2405-6731,18251,
Parasitology International,1383-5769,08061,
Parkinsonism & Related Disorders,1353-8020,03096,
Particuology,1674-2001,08612,Formerly known as China Particuology
Pathology,0031-3025,18299,
Pathology - Research and Practice,0344-0338,10021,Formerly known as Beiträge zur Pathologie
Pathophysiology,0928-4680,05121,
Patient Education and Counseling,0738-3991,08044,Formerly known as Patient Counselling and Health Education
Pattern Recognition,0031-3203,00328,
Pattern Recognition Letters,0167-8655,05303,
Pediatric Clinics of North America,0031-3955,13257,
Pediatric Dental Journal,0917-2394,08829,
Pediatric Hematology Oncology Journal,2468-1245,18333,
Pediatric Neurology,0887-8994,07756,
Pediatrics & Neonatology,1875-9572,08663,
Pedobiologia,0031-4056,10002,
Pedosphere,1002-0160,04285,
Peptides,0196-9781,07547,Incorporating Regulatory Peptides
Perfectionnement en Pédiatrie,2588-932X,16455,
Performance Enhancement & Health,2211-2669,12946,
Performance Evaluation,0166-5316,05304,
Perinatología y Reproducción Humana,0187-5337,14423,
Perioperative Care and Operating Room Management,2405-6030,18801,
Personality and Individual Differences,0191-8869,00603,
Personalized Medicine in Psychiatry,2468-1717,18884,
Personalized Medicine Universe,2186-4950,10116,
Perspectives in Ecology and Conservation,2530-0644,15908,Formerly known as Natureza & Conservação
"Perspectives in Plant Ecology, Evolution and Systematics",1433-8319,10019,
Perspectives in Science,2213-0209,10504,
Perspectives in Vaccinology,2210-7622,08765,
Pervasive and Mobile Computing,1574-1192,05505,
Pesticide Biochemistry and Physiology,0048-3575,12105,
PET Clinics,1556-8598,13406,
Petroleum,2405-6561,18160,
Petroleum Exploration and Development,1876-3804,08661,
Petroleum Research,2096-2495,18400,
Le Pharmacien Hospitalier et Clinicien,2211-1042,15845,Formerly known as Le Pharmacien Hospitalier
Pharmacological Reports,1734-1140,11018,
Pharmacological Research,1043-6618,12676,Formerly known as Pharmacological Research Communications
Pharmacology Biochemistry and Behavior,0091-3057,07546,
Pharmacology & Therapeutics,0163-7258,07536,"Incorporating Pharmacology & Therapeutics. Part A: Chemotherapy, Toxicology and Metabolic Inhibitors, Pharmacology & Therapeutics. Part B: General and Systematic Pharmacology and Pharmacology & Therapeutics. Part C: Clinical Pharmacology and Therapeutics"
PharmaNutrition,2213-4344,10146,
Photoacoustics,2213-5979,10511,
Photodiagnosis and Photodynamic Therapy,1572-1000,05489,
Photonics and Nanostructures - Fundamentals and Applications,1569-4410,05479,
Physica A: Statistical Mechanics and its Applications,0378-4371,05220,Formerly part of Physica
Physica B: Condensed Matter,0921-4526,05222,Formerly part of Physica B+C
Physica C: Superconductivity and its Applications,0921-4534,05223,Formerly part of Physica B+C
Physica D: Nonlinear Phenomena,0167-2789,05224,
Physica E: Low-dimensional Systems and Nanostructures,1386-9477,05458,
Physica Medica,1120-1797,04286,
Physical Communication,1874-4907,08626,
Physical Medicine and Rehabilitation Clinics of North America,1047-9651,13315,
Physical Therapy in Sport,1466-853X,12875,
Physician Assistant Clinics,2405-7991,18840,
"Physics and Chemistry of the Earth, Parts A/B/C",1474-7065,00413,"Incorporating Physics and Chemistry of the Earth, Part A: Solid Earth and Geodesy, Physics and Chemistry of the Earth, Part B: Hydrology, Oceans and Atmosphere and Physics and Chemistry of the Earth, Part C: Solar, Terrestrial & Planetary Science"
Physics of the Dark Universe,2212-6864,10100,
Physics of The Earth and Planetary Interiors,0031-9201,05357,
Physics and Imaging in Radiation Oncology,2405-6316,08192,
