pmid,issn,name,year,doi,pmcid,title
26471654,0308-8146,Food Chem,2016,10.1016/j.foodchem.2015.08.055,,Mitochondrial ascorbate-glutathione cycle and proteomic analysis of carbonylated proteins during tomato (Solanum lycopersicum) fruit ripening.
26371478,1932-6203,PLoS ONE,2015,10.1371/journal.pone.0137266,PMC4570674,Plastid Proteomic Analysis in Tomato Fruit Development.
26583031,1664-462X,Front Plant Sci,2015,10.3389/fpls.2015.00967,PMC4631825,The effector repertoire of Fusarium oxysporum determines the tomato xylem proteome composition following infection.
25431925,1422-0067,Int J Mol Sci,2014,10.3390/ijms151221803,PMC4284679,Physiological and proteomic analysis in chloroplasts of Solanum lycopersicum L. under silicon efficiency and salinity stress.
25464976,1474-760X,Genome Biol.,2014,10.1186/s13059-014-0548-2,PMC4269173,Tomato nuclear proteome reveals the involvement of specific E2 ubiquitin-conjugating enzymes in fruit ripening.
22892874,1618-0860,J. Plant Res.,2013,10.1007/s10265-012-0516-4,,Proteomic analysis of tomato (Solanum lycopersicum) secretome.
22364583,1535-3907,J. Proteome Res.,2012,10.1021/pr200965c,PMC4874510,Proteomic analysis of ripening tomato fruit infected by Botrytis cinerea.
22908117,1532-2548,Plant Physiol.,2012,10.1104/pp.112.203679,PMC3461550,Proteomic analysis of chloroplast-to-chromoplast transition in tomato reveals metabolic shifts coupled with disrupted thylakoid biogenesis machinery and elevated energy-production components.
28394025,1469-8137,New Phytol.,2017,10.1111/nph.14540,PMC5637918,Quantitative analysis of the tomato nuclear proteome during Phytophthora capsici infection unveils regulators of immunity.
20496099,1573-5028,Plant Mol. Biol.,2010,10.1007/s11103-010-9646-z,PMC3128696,Analysis of cell wall proteins regulated in stem of susceptible and resistant tomato species after inoculation with Ralstonia solanacearum: a proteomic approach.
27689984,1420-3049,Molecules,2016,10.3390/molecules21101300,,Flavonoid Interaction with a Chitinase from Grape Berry Skin: Protein Identification and Modulation of the Enzymatic Activity.
23391302,1471-2229,BMC Plant Biol.,2013,10.1186/1471-2229-13-24,PMC3640900,Large-scale proteomic analysis of the grapevine leaf apoplastic fluid reveals mainly stress-related proteins and cell wall modifying enzymes.
27224218,1535-3907,J. Proteome Res.,2016,10.1021/acs.jproteome.6b00190,,Gel-Free/Label-Free Proteomic Analysis of Endoplasmic Reticulum Proteins in Soybean Root Tips under Flooding and Drought Stresses.
27291164,1535-3907,J. Proteome Res.,2016,10.1021/acs.jproteome.6b00330,,Nuclear Proteomics Reveals the Role of Protein Synthesis and Chromatin Structure in Root Tip of Soybean during the Initial Stage of Flooding Stress.
27780359,1535-3907,J. Proteome Res.,2016,10.1021/acs.jproteome.6b00572,,Insights into the Response of Soybean Mitochondrial Proteins to Various Sizes of Aluminum Oxide Nanoparticles under Flooding Stress.
21107622,1438-2199,Amino Acids,2012,10.1007/s00726-010-0809-7,,Differential responses of microsomal proteins and metabolites in two contrasting cadmium (Cd)-accumulating soybean cultivars under Cd stress.
22945350,1615-9861,Proteomics,2012,10.1002/pmic.201100629,,Comparative analyses of three legume species reveals conserved and unique root extracellular proteins.
23041469,1876-7737,J Proteomics,2012,10.1016/j.jprot.2012.09.032,,Comprehensive analysis of endoplasmic reticulum-enriched fraction in root tips of soybean under flooding stress using proteomics techniques.
21132161,1742-2051,Mol Biosyst,2011,10.1039/c0mb00171f,,Nuclear proteomic changes linked to soybean rust resistance.
21246215,1432-2048,Planta,2011,10.1007/s00425-011-1352-9,,Protein and metabolite composition of xylem sap from field-grown soybeans (Glycine max).
21766870,1535-3907,J. Proteome Res.,2011,10.1021/pr2001918,,Comprehensive analysis of mitochondria in roots and hypocotyls of soybean under flooding stress using proteomics and metabolomics techniques.
19658398,1535-3907,J. Proteome Res.,2009,10.1021/pr9002883,,Analysis of plasma membrane proteome in soybean and application to flooding stress response.
20443193,1615-9861,Proteomics,2010,10.1002/pmic.201000180,,Ozone stress-induced proteomic changes in leaf total soluble and chloroplast proteins of soybean reveal that carbon allocation is involved in adaptation in the early developmental stage.
20458513,1438-2199,Amino Acids,2010,10.1007/s00726-010-0608-1,,Comparative proteomics analysis of differentially expressed proteins in soybean cell wall during flooding stress.
20209511,1615-9861,Proteomics,2010,10.1002/pmic.200900632,,Comparative analysis of soybean plasma membrane proteins under osmotic stress using gel-based and LC MS/MS-based proteomics approaches.
18757068,0031-9422,Phytochemistry,2008,10.1016/j.phytochem.2008.07.004,,Proteomic analysis of soybean nodule cytosol.
19073762,1040-4651,Plant Cell,2008,10.1105/tpc.108.062877,PMC2630451,Proteomic identification and characterization of a novel peroxisomal adenine nucleotide transporter supplying ATP for fatty acid beta-oxidation in soybean and Arabidopsis.
19772575,1471-2229,BMC Plant Biol.,2009,10.1186/1471-2229-9-119,PMC2758885,Distinct changes in soybean xylem sap proteome in response to pathogenic and symbiotic microbe interactions.
20203239,1471-9053,Plant Cell Physiol.,2010,10.1093/pcp/pcq024,,"Analysis of the Rac/Rop small GTPase family in rice: expression, subcellular localization and role in disease resistance."
18784285,0032-0889,Plant Physiol.,2008,10.1104/pp.108.123356,PMC2577279,XA27 depends on an amino-terminal signal-anchor-like sequence to localize to the apoplast for resistance to Xanthomonas oryzae pv oryzae.
19938377,1559-2324,Plant Signal Behav,2009,,PMC2802814,Evidence for a role of hexokinases as conserved glucose sensors in both monocot and dicot plant species.
23820081,1879-0038,Gene,2013,10.1016/j.gene.2013.06.037,,Expression of antimicrobial peptides thanatin(S) in transgenic Arabidopsis enhanced resistance to phytopathogenic fungi and bacteria.
24714629,1559-2324,Plant Signal Behav,2014,,PMC4091560,Traffic jam on the cellular secretory pathway generated by a replication protein from a plant RNA virus.
8246886,0026-8925,Mol. Gen. Genet.,1993,,,Functional expression of the transcriptional activator Opaque-2 of Zea mays in transformed yeast.
11891300,0027-8424,Proc. Natl. Acad. Sci. U.S.A.,2002,10.1073/pnas.052484099,PMC122655,Intercellular trafficking of a KNOTTED1 green fluorescent protein fusion in the leaf and shoot meristem of Arabidopsis.
12937943,0721-7714,Plant Cell Rep.,2003,10.1007/s00299-003-0693-7,,Jellyfish green fluorescent protein as a useful reporter for transient expression and stable transformation in Medicago sativa L.
12900451,0950-1991,Development,2003,,,Developmental regulation and significance of KNOX protein trafficking in Arabidopsis.
15001699,0032-0889,Plant Physiol.,2004,10.1104/pp.103.030577,PMC389931,The MADS box transcription factor ZmMADS2 is required for anther and pollen maturation in maize and accumulates in apoptotic bodies during anther dehiscence.
15681383,1095-9203,Science,2005,10.1126/science.1104954,,Micropylar pollen tube guidance by egg apparatus 1 of maize.
16460507,0960-7412,Plant J.,2006,10.1111/j.1365-313X.2005.02632.x,,Divergence of duplicated genes in maize: evolution of contrasting targeting information for enzymes in the porphyrin pathway.
21778179,1460-2431,J. Exp. Bot.,2011,10.1093/jxb/err220,PMC3193018,Ligand-binding properties and subcellular localization of maize cytokinin receptors.
21653193,1532-298X,Plant Cell,2011,10.1105/tpc.111.085597,PMC3160025,ROP GTPases act with the receptor-like protein PAN1 to polarize asymmetric cell division in maize.
22706447,1532-2548,Plant Physiol.,2012,10.1104/pp.112.199737,PMC3425180,Reliable transient transformation of intact maize leaf cells for functional genomics and experimental study.
